,Angles
10319,"[180.0, 180.0, 93.968, 93.968, 86.032, 86.032]"
10320,"[140.023, 103.615, 103.615, 103.615, 103.615, 92.969]"
10322,"[118.947, 118.927, 116.513, 101.268, 98.778, 93.813]"
10323,"[111.555, 110.677, 109.962, 109.402, 107.746, 107.38]"
10328,"[116.532, 110.432, 109.591, 109.281, 106.415, 104.572]"
10329,"[118.947, 118.947, 104.951, 104.951, 104.951, 104.951]"
10330,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10335,"[115.277, 113.766, 113.766, 106.75, 106.75, 99.039]"
10336,"[123.911, 119.485, 119.485, 98.894, 98.894, 88.877]"
10337,"[129.405, 122.561, 122.561, 91.874, 91.874, 87.203]"
10339,"[112.998, 112.992, 107.74, 107.74, 107.74, 107.74]"
10340,"[117.226, 117.226, 105.742, 105.742, 105.742, 105.742]"
10343,"[114.797, 114.797, 106.876, 106.876, 106.876, 106.876]"
10344,"[110.671, 110.671, 110.671, 108.246, 108.246, 108.246]"
10345,"[117.536, 116.545, 111.125, 110.383, 106.996, 91.135]"
10346,"[118.294, 113.26, 111.469, 108.627, 108.518, 93.704]"
10347,"[109.944, 109.944, 109.944, 108.996, 108.996, 108.996]"
10348,"[166.41, 96.5, 96.5, 94.675, 87.501, 87.501]"
10349,"[166.705, 96.379, 96.379, 94.686, 87.639, 87.639]"
10350,"[114.923, 114.923, 106.816, 106.816, 106.816, 106.816]"
10354,"[153.779, 94.876, 93.687, 91.358, 86.009, 59.815]"
10355,"[160.527, 152.375, 98.042, 92.367, 84.376, 78.767]"
10358,"[111.845, 111.076, 110.451, 107.993, 107.969, 107.326]"
10363,"[111.845, 111.076, 110.451, 107.993, 107.969, 107.326]"
10364,"[132.875, 111.229, 106.517, 104.951, 102.275, 91.06]"
10365,"[125.401, 115.442, 110.585, 107.014, 106.034, 86.336]"
10366,"[134.459, 107.866, 103.173, 103.173, 103.173, 103.173]"
10367,"[141.297, 103.751, 103.751, 102.111, 100.271, 100.271]"
10368,"[123.346, 123.346, 103.038, 101.952, 99.869, 99.869]"
10369,"[110.573, 110.548, 110.548, 108.367, 108.367, 108.361]"
10370,"[110.573, 110.548, 110.548, 108.367, 108.367, 108.361]"
10375,"[132.307, 111.168, 109.263, 104.673, 103.798, 93.486]"
10376,"[150.066, 115.849, 111.703, 94.117, 91.61, 90.344]"
10378,"[124.215, 119.676, 109.92, 109.22, 101.432, 85.664]"
10379,"[120.704, 114.715, 110.597, 109.299, 99.66, 99.393]"
10380,"[137.358, 120.517, 119.459, 94.163, 92.304, 91.049]"
10383,"[144.272, 107.362, 104.489, 103.362, 101.093, 89.656]"
10384,"[113.766, 113.516, 110.683, 107.44, 107.242, 103.757]"
10385,"[113.409, 113.303, 111.266, 107.53, 106.774, 104.229]"
10386,"[123.025, 122.895, 116.462, 97.285, 95.849, 94.847]"
10387,"[124.681, 121.191, 117.471, 100.09, 93.394, 92.608]"
10388,"[167.11, 101.601, 98.476, 94.008, 91.243, 83.044]"
10389,"[164.818, 101.099, 97.938, 97.1, 93.635, 84.364]"
10391,"[123.148, 121.655, 116.136, 97.614, 97.533, 94.842]"
10392,"[122.745, 121.911, 116.123, 97.973, 97.29, 94.957]"
10394,"[113.584, 110.653, 108.451, 108.415, 107.836, 107.752]"
10395,"[114.595, 113.841, 109.767, 108.282, 106.04, 103.609]"
10396,"[113.509, 113.491, 109.238, 108.476, 107.314, 104.519]"
10397,"[113.447, 112.923, 110.604, 109.475, 109.026, 100.609]"
10419,"[119.954, 109.439, 109.153, 108.99, 108.766, 98.384]"
10420,"[119.052, 111.58, 110.573, 108.863, 106.96, 97.724]"
10421,"[119.071, 110.487, 109.761, 106.984, 106.906, 102.374]"
10422,"[112.327, 112.327, 111.679, 111.679, 104.525, 104.525]"
10423,"[111.969, 111.969, 111.574, 111.125, 111.125, 98.442]"
10424,"[117.239, 117.239, 110.836, 110.836, 100.754, 100.754]"
10425,"[111.451, 110.286, 110.017, 108.82, 108.639, 107.554]"
10426,"[111.635, 110.457, 109.719, 109.451, 108.156, 107.332]"
10431,"[114.444, 112.948, 108.699, 107.686, 107.206, 105.361]"
10432,"[113.497, 110.127, 109.98, 109.846, 106.732, 106.517]"
10447,"[110.824, 110.5, 110.035, 109.682, 109.548, 106.177]"
10448,"[111.759, 110.806, 109.433, 109.153, 108.319, 107.278]"
10449,"[111.457, 111.119, 109.877, 109.263, 107.614, 107.422]"
10450,"[110.787, 109.987, 109.779, 109.263, 109.111, 107.891]"
10451,"[111.629, 110.353, 110.096, 108.784, 108.409, 107.482]"
10452,"[111.839, 110.806, 109.579, 109.378, 108.228, 106.918]"
10457,"[114.475, 110.683, 109.639, 109.512, 106.38, 105.914]"
10458,"[114.803, 113.897, 108.174, 107.722, 107.098, 104.507]"
10473,"[110.953, 110.457, 109.932, 109.706, 109.694, 106.022]"
10474,"[111.002, 109.761, 109.658, 108.947, 108.905, 108.554]"
10475,"[111.858, 111.027, 109.263, 109.226, 108.126, 107.248]"
10476,"[111.716, 110.732, 109.938, 109.311, 107.999, 107.062]"
10481,"[128.207, 124.27, 118.106, 97.51, 92.659, 84.405]"
10483,"[134.927, 113.441, 110.261, 98.911, 98.83, 93.136]"
10484,"[111.975, 110.934, 110.133, 109.944, 109.56, 104.081]"
10490,"[113.478, 111.02, 111.002, 110.824, 109.123, 100.649]"
10491,"[123.683, 121.5, 121.5, 95.82, 95.82, 90.693]"
10492,"[131.277, 131.277, 117.84, 91.604, 83.76, 83.76]"
10493,"[133.868, 125.282, 118.607, 94.715, 85.63, 82.062]"
10494,"[116.327, 113.16, 113.16, 104.91, 104.91, 103.085]"
10498,"[116.015, 115.005, 114.199, 109.579, 102.011, 98.847]"
10499,"[126.956, 114.437, 112.613, 108.089, 104.3, 82.611]"
10500,"[122.929, 115.043, 112.389, 112.389, 95.733, 95.733]"
10501,"[122.602, 112.451, 112.451, 110.53, 110.53, 80.398]"
10502,"[116.015, 115.005, 114.199, 109.573, 102.017, 98.847]"
10503,"[109.688, 109.591, 109.591, 109.384, 109.287, 109.287]"
10506,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
10507,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
10515,"[112.973, 112.476, 109.889, 109.451, 107.83, 103.763]"
10516,"[114.167, 112.569, 111.691, 107.752, 107.662, 102.24]"
10517,"[112.923, 112.917, 112.259, 112.259, 103.403, 103.397]"
10518,"[127.265, 127.258, 126.77, 126.77, 78.223, 78.223]"
10519,"[112.923, 112.917, 112.259, 112.259, 103.403, 103.397]"
10520,"[144.096, 127.72, 110.072, 103.009, 83.719, 83.523]"
10523,"[141.069, 115.989, 101.853, 98.268, 98.227, 90.281]"
10524,"[136.088, 126.52, 114.393, 100.143, 85.095, 83.391]"
10533,"[113.26, 112.408, 110.133, 108.875, 106.069, 105.873]"
10534,"[111.137, 111.008, 109.938, 109.202, 108.76, 106.81]"
10535,"[113.509, 111.685, 110.934, 108.349, 106.409, 105.968]"
10536,"[142.373, 130.996, 109.02, 101.221, 84.203, 81.257]"
10537,"[138.886, 133.291, 119.729, 94.474, 84.249, 81.17]"
10540,"[141.61, 115.487, 100.521, 97.828, 95.141, 91.49]"
10541,"[138.228, 125.366, 120.611, 98.691, 81.379, 66.09]"
10549,"[137.434, 135.586, 111.162, 95.86, 85.4, 63.998]"
10550,"[112.142, 111.02, 110.653, 108.12, 108.077, 106.804]"
10551,"[110.934, 110.842, 110.634, 109.524, 108.288, 106.547]"
10552,"[115.747, 113.16, 111.574, 106.786, 106.022, 103.497]"
10553,"[140.498, 132.291, 113.172, 98.349, 84.388, 81.437]"
10559,"[111.685, 111.395, 110.671, 108.657, 107.446, 106.984]"
10560,"[113.948, 113.941, 113.803, 105.855, 104.625, 104.625]"
10561,"[113.403, 112.142, 110.702, 109.421, 109.36, 101.081]"
10562,"[118.288, 112.098, 111.864, 111.864, 101.566, 101.566]"
10563,"[139.332, 129.568, 123.12, 108.657, 88.16, 64.723]"
10565,"[113.403, 112.142, 110.702, 109.421, 109.36, 101.081]"
10566,"[118.288, 112.098, 111.864, 111.864, 101.566, 101.566]"
10567,"[113.341, 112.247, 108.857, 108.857, 106.822, 106.822]"
10568,"[111.149, 110.677, 110.567, 109.22, 108.071, 107.074]"
10569,"[112.024, 111.242, 110.971, 110.659, 109.889, 101.765]"
10573,"[123.511, 123.504, 103.574, 103.574, 102.316, 102.316]"
10574,"[127.792, 127.785, 105.076, 104.028, 104.028, 90.665]"
10575,"[127.164, 127.157, 107.734, 107.734, 95.244, 95.244]"
10578,"[114.526, 113.023, 111.728, 110.139, 109.378, 97.331]"
10589,"[119.94, 110.512, 109.719, 105.95, 105.831, 103.786]"
10590,"[117.963, 111.297, 110.5, 110.341, 109.573, 94.721]"
10591,"[118.698, 111.438, 110.836, 107.626, 105.171, 101.578]"
10595,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10598,"[113.672, 112.917, 112.917, 109.141, 104.17, 104.17]"
10606,"[128.976, 107.812, 107.266, 104.087, 103.763, 103.421]"
10607,"[121.608, 118.411, 118.411, 96.99, 92.814, 92.814]"
10608,"[128.653, 123.759, 117.73, 105.349, 87.088, 85.268]"
10609,"[110.286, 109.993, 109.993, 109.16, 109.16, 108.21]"
10611,"[114.456, 112.136, 110.922, 107.608, 106.75, 104.235]"
10616,"[114.4, 114.4, 114.4, 103.928, 103.928, 103.922]"
10617,"[113.747, 113.747, 113.747, 104.75, 104.75, 104.75]"
10626,"[110.867, 110.591, 109.779, 108.99, 108.367, 108.204]"
10627,"[133.686, 133.686, 103.05, 103.05, 95.987, 93.566]"
10633,"[120.458, 113.011, 113.011, 108.065, 108.065, 90.195]"
10634,"[133.354, 111.26, 111.254, 104.318, 101.04, 93.698]"
10635,"[120.458, 113.011, 113.011, 108.065, 108.065, 90.195]"
10636,"[127.669, 110.42, 110.414, 109.822, 109.816, 77.502]"
10637,"[114.582, 114.582, 109.889, 109.889, 108.403, 99.457]"
10638,"[110.695, 109.883, 109.877, 109.293, 109.293, 107.74]"
10639,"[111.796, 111.783, 111.771, 107.05, 107.05, 107.044]"
10642,"[110.5, 110.493, 110.493, 108.445, 108.427, 108.415]"
10643,"[110.849, 110.83, 110.824, 108.071, 108.071, 108.071]"
10645,"[116.232, 116.212, 116.2, 101.367, 101.367, 101.367]"
10646,"[116.949, 114.167, 111.365, 108.379, 103.032, 102.774]"
10650,"[137.663, 121.111, 112.216, 100.976, 94.135, 85.204]"
10651,"[121.587, 116.891, 112.086, 108.512, 101.707, 93.044]"
10652,"[130.046, 112.979, 111.783, 105.135, 97.163, 92.401]"
10655,"[138.056, 115.855, 110.751, 100.364, 93.566, 93.463]"
10656,"[120.991, 119.235, 108.717, 107.969, 104.389, 94.882]"
10657,"[110.475, 110.451, 110.445, 108.47, 108.47, 108.463]"
10658,"[112.849, 112.006, 110.506, 108.397, 108.222, 104.886]"
10662,"[117.937, 113.204, 111.66, 109.719, 107.824, 93.635]"
10663,"[116.943, 115.964, 111.802, 111.266, 107.08, 90.814]"
10664,"[110.824, 110.824, 110.824, 108.083, 108.083, 108.083]"
10665,"[109.779, 109.779, 109.779, 109.166, 109.166, 109.166]"
10671,"[176.376, 176.376, 93.664, 91.536, 87.295, 87.295]"
10673,"[117.607, 115.728, 109.639, 109.366, 109.263, 92.229]"
10674,"[118.855, 116.814, 110.683, 108.506, 106.942, 91.272]"
10675,"[111.562, 111.562, 111.562, 107.302, 107.302, 107.302]"
10676,"[111.79, 111.783, 111.783, 107.044, 107.044, 107.044]"
10677,"[109.816, 109.816, 109.816, 109.123, 109.123, 109.123]"
10679,"[123.066, 123.066, 122.5, 96.702, 91.536, 91.536]"
10680,"[130.519, 122.514, 109.615, 99.509, 96.315, 90.493]"
10681,"[113.948, 112.936, 112.936, 105.813, 105.813, 104.602]"
10684,"[112.93, 111.371, 110.542, 108.451, 107.02, 106.427]"
10685,"[120.338, 110.842, 110.842, 105.426, 104.087, 104.087]"
10686,"[131.682, 117.93, 113.86, 110.671, 95.227, 88.063]"
10687,"[126.62, 112.569, 107.332, 105.367, 102.058, 101.286]"
10690,"[127.409, 115.518, 112.824, 111.088, 90.321, 87.771]"
10691,"[149.497, 108.457, 102.31, 102.31, 95.313, 95.313]"
10692,"[117.471, 110.898, 110.892, 106.732, 106.726, 103.226]"
10694,"[110.622, 110.622, 109.889, 109.433, 109.427, 106.804]"
10698,"[132.532, 113.466, 110.365, 101.344, 100.603, 98.007]"
10704,"[111.549, 110.011, 109.993, 109.737, 108.869, 106.553]"
10705,"[111.975, 111.944, 110.616, 108.548, 107.17, 106.29]"
10709,"[132.516, 116.731, 108.174, 106.822, 96.834, 94.071]"
10710,"[127.799, 119.341, 109.67, 108.445, 95.9, 95.164]"
10713,"[123.987, 111.119, 108.029, 106.409, 103.179, 102.885]"
10714,"[123.326, 109.566, 107.776, 106.649, 104.365, 104.194]"
10715,"[114.526, 112.074, 108.017, 107.8, 107.2, 106.894]"
10716,"[114.4, 111.605, 110.904, 108.609, 106.398, 104.27]"
10717,"[114.507, 111.272, 110.371, 107.488, 106.505, 106.272]"
10718,"[113.459, 112.867, 110.579, 109.396, 106.147, 103.922]"
10719,"[122.249, 110.977, 109.093, 107.554, 102.615, 102.339]"
10720,"[124.035, 110.867, 108.47, 107.927, 107.368, 93.922]"
10721,"[121.058, 113.06, 109.755, 107.728, 102.55, 100.189]"
10722,"[117.065, 115.983, 112.867, 104.785, 103.592, 100.836]"
10723,"[117.982, 113.31, 112.346, 105.319, 104.389, 101.894]"
10724,"[118.483, 112.129, 109.329, 108.681, 106.409, 100.213]"
10725,"[151.57, 111.328, 104.697, 101.344, 93.009, 87.971]"
10726,"[118.138, 118.138, 111.623, 111.623, 111.278, 82.571]"
10727,"[111.555, 111.027, 111.027, 110.457, 110.457, 101.947]"
10729,"[111.328, 110.579, 109.962, 109.475, 107.842, 107.548]"
10734,"[116.27, 110.457, 109.834, 109.105, 106.254, 104.922]"
10735,"[111.334, 110.585, 109.956, 109.463, 107.842, 107.56]"
10740,"[116.276, 110.451, 109.846, 109.099, 106.254, 104.916]"
10741,"[180.0, 180.0, 95.118, 95.118, 84.882, 84.882]"
10742,"[142.533, 119.039, 109.415, 106.954, 92.866, 84.445]"
10747,"[114.148, 112.408, 111.082, 107.326, 105.879, 105.308]"
10748,"[112.365, 110.806, 109.123, 108.427, 108.12, 108.011]"
10755,"[124.375, 120.524, 102.785, 102.111, 101.9, 101.198]"
10765,"[123.353, 123.353, 120.338, 97.239, 97.239, 87.587]"
10766,"[126.741, 121.487, 121.487, 93.09, 93.09, 92.08]"
10767,"[128.866, 127.474, 110.965, 95.348, 94.83, 88.785]"
10768,"[113.335, 113.335, 113.011, 106.386, 106.386, 103.627]"
10769,"[110.567, 110.548, 110.53, 108.373, 108.367, 108.367]"
10770,"[113.148, 113.135, 113.116, 105.504, 105.504, 105.498]"
10774,"[113.922, 113.904, 113.897, 75.446, 75.446, 75.446]"
10777,"[114.023, 114.004, 113.998, 75.576, 75.57, 75.57]"
10779,"[109.816, 109.804, 109.792, 109.141, 109.135, 109.135]"
10780,"[113.747, 113.735, 113.728, 104.768, 104.768, 104.768]"
10783,"[109.767, 109.755, 109.743, 109.19, 109.19, 109.184]"
10784,"[113.641, 113.622, 113.616, 104.904, 104.904, 104.904]"
10787,"[110.396, 110.383, 110.371, 108.548, 108.542, 108.542]"
10788,"[113.929, 113.91, 113.904, 104.549, 104.549, 104.543]"
10791,"[120.371, 120.371, 104.312, 104.312, 104.312, 104.312]"
10792,"[154.001, 98.847, 98.847, 98.847, 98.847, 93.773]"
10794,"[131.049, 114.224, 110.078, 102.997, 101.783, 92.315]"
10795,"[122.012, 116.885, 111.131, 110.383, 98.465, 98.233]"
10796,"[123.168, 117.187, 113.422, 109.238, 96.483, 95.722]"
10810,"[133.765, 133.757, 103.256, 103.256, 94.554, 94.514]"
10811,"[131.774, 131.774, 126.655, 84.693, 81.894, 81.894]"
10812,"[123.807, 123.807, 120.557, 95.987, 92.143, 92.143]"
10813,"[113.247, 110.512, 108.27, 108.27, 108.27, 108.27]"
10814,"[111.186, 109.232, 109.232, 109.232, 109.232, 108.681]"
10815,"[114.104, 109.269, 108.349, 108.349, 108.349, 108.349]"
10816,"[112.954, 109.573, 109.573, 109.573, 109.573, 105.325]"
10817,"[115.144, 108.978, 108.15, 108.15, 108.15, 108.15]"
10818,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
10820,"[180.0, 180.0, 90.103, 90.103, 89.897, 89.897]"
10821,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10822,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10823,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10824,"[110.145, 109.372, 109.329, 109.329, 109.329, 109.329]"
10827,"[147.768, 104.2, 102.75, 102.633, 95.641, 89.318]"
10828,"[142.486, 106.996, 106.978, 100.667, 100.364, 92.591]"
10829,"[113.822, 112.458, 110.084, 108.693, 106.607, 105.147]"
10831,"[114.004, 110.206, 110.206, 107.873, 107.866, 106.433]"
10832,"[113.434, 110.298, 109.938, 108.621, 107.458, 106.828]"
10833,"[113.559, 109.907, 109.81, 108.996, 107.512, 106.816]"
10834,"[112.526, 110.334, 110.328, 108.053, 107.764, 107.758]"
10835,"[114.488, 113.491, 111.531, 111.205, 105.296, 100.288]"
10836,"[114.368, 113.491, 111.365, 110.8, 106.147, 100.178]"
10837,"[113.216, 112.327, 111.679, 109.822, 106.912, 102.204]"
10838,"[112.303, 112.105, 111.722, 110.041, 107.945, 102.187]"
10839,"[112.327, 112.29, 109.761, 108.966, 106.954, 106.362]"
10840,"[112.588, 110.738, 108.905, 108.306, 108.168, 108.035]"
10841,"[112.569, 111.654, 111.352, 111.174, 107.482, 102.163]"
10842,"[115.881, 112.055, 107.56, 107.512, 107.326, 105.974]"
10843,"[113.416, 113.416, 112.365, 108.542, 108.542, 100.015]"
10844,"[114.854, 113.011, 110.763, 109.773, 108.566, 99.654]"
10845,"[112.414, 110.359, 109.725, 109.445, 108.518, 106.177]"
10846,"[113.403, 111.722, 111.285, 108.524, 108.276, 103.132]"
10847,"[112.532, 110.157, 109.56, 108.76, 108.18, 107.506]"
10848,"[112.563, 111.358, 110.806, 110.481, 108.984, 102.163]"
10849,"[133.267, 133.267, 103.769, 103.769, 98.146, 90.378]"
10850,"[111.334, 110.469, 110.469, 108.482, 108.482, 107.482]"
10851,"[128.697, 106.72, 106.607, 105.789, 105.51, 101.917]"
10852,"[125.697, 120.937, 116.59, 105.129, 92.401, 89.811]"
10853,"[120.053, 117.335, 117.335, 111.562, 90.814, 90.814]"
10854,"[127.561, 113.922, 113.922, 100.114, 95.826, 95.826]"
10855,"[114.835, 110.322, 110.261, 109.932, 105.962, 105.011]"
10856,"[113.979, 112.068, 111.414, 107.578, 105.629, 105.522]"
10857,"[118.242, 116.801, 114.999, 108.875, 106.972, 85.216]"
10859,"[120.937, 120.937, 119.196, 98.708, 98.708, 92.682]"
10860,"[130.761, 130.761, 117.123, 90.774, 86.135, 86.135]"
10861,"[132.688, 125.465, 118.967, 92.923, 86.956, 85.67]"
10862,"[115.938, 115.938, 115.556, 104.016, 101.66, 101.66]"
10863,"[122.616, 121.44, 121.44, 95.86, 95.86, 92.39]"
10864,"[129.964, 129.964, 119.518, 91.656, 85.331, 85.331]"
10865,"[132.253, 126.834, 118.424, 94.158, 85.17, 84.313]"
10866,"[115.696, 114.589, 114.589, 104.17, 103.121, 103.121]"
10867,"[174.562, 93.469, 91.868, 91.868, 91.868, 91.868]"
10868,"[174.562, 93.474, 91.868, 91.868, 91.868, 91.868]"
10869,"[176.467, 92.172, 91.209, 91.209, 91.209, 91.209]"
10873,"[109.81, 109.81, 109.804, 109.153, 109.123, 109.123]"
10877,"[119.327, 119.327, 111.34, 111.334, 111.155, 79.881]"
10879,"[125.198, 125.198, 102.228, 102.228, 102.228, 102.228]"
10901,"[124.444, 115.468, 113.735, 107.182, 100.603, 92.075]"
10904,"[114.797, 114.702, 112.037, 108.457, 105.533, 100.312]"
10905,"[110.445, 110.42, 110.414, 108.5, 108.5, 108.494]"
10906,"[110.445, 110.42, 110.414, 108.5, 108.5, 108.494]"
10907,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10908,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
10920,"[118.757, 113.991, 109.938, 106.457, 105.819, 100.364]"
10929,"[129.777, 123.78, 115.436, 94.882, 92.51, 90.35]"
10934,"[119.888, 110.176, 110.078, 107.674, 106.984, 100.277]"
10935,"[120.964, 111.223, 108.566, 106.924, 105.236, 102.193]"
10936,"[120.837, 110.451, 110.096, 107.206, 105.765, 100.661]"
10948,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10949,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10950,"[112.03, 112.024, 108.21, 108.21, 108.21, 108.204]"
10951,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10952,"[111.26, 111.26, 111.26, 107.626, 107.626, 107.626]"
10954,"[113.073, 113.067, 107.704, 107.704, 107.698, 107.698]"
10955,"[136.286, 106.834, 106.834, 106.834, 106.834, 77.866]"
10957,"[127.452, 127.452, 110.738, 110.738, 92.075, 88.166]"
10958,"[110.212, 110.212, 110.212, 110.212, 110.121, 105.801]"
10959,"[125.142, 119.104, 106.427, 104.549, 103.115, 99.677]"
10968,"[111.882, 110.775, 110.255, 108.832, 108.56, 106.505]"
10971,"[130.798, 110.787, 110.787, 107.236, 107.23, 77.103]"
10978,"[117.007, 109.846, 109.026, 108.754, 107.794, 103.562]"
10979,"[118.692, 111.827, 110.579, 108.627, 103.586, 102.064]"
10980,"[122.813, 121.742, 111.913, 109.141, 99.381, 78.358]"
10981,"[124.5, 112.123, 112.123, 106.613, 98.899, 98.899]"
10982,"[112.563, 111.401, 111.401, 108.808, 106.165, 106.165]"
10983,"[122.936, 108.445, 108.445, 106.034, 104.868, 104.868]"
10984,"[123.004, 110.09, 108.083, 108.083, 103.515, 103.515]"
10985,"[114.086, 110.176, 110.176, 107.891, 107.891, 106.272]"
10986,"[114.362, 109.542, 109.542, 108.313, 107.44, 107.44]"
10987,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10988,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
10991,"[130.98, 113.885, 113.885, 97.944, 97.152, 97.152]"
10992,"[128.859, 112.006, 112.006, 100.317, 100.317, 98.836]"
10993,"[121.83, 119.144, 115.151, 101.14, 100.102, 99.881]"
10995,"[124.827, 117.536, 109.859, 103.115, 102.75, 99.689]"
10998,"[138.151, 105.777, 105.777, 103.456, 99.323, 99.323]"
10999,"[134.259, 106.266, 106.266, 104.265, 101.081, 101.081]"
11000,"[114.305, 113.204, 109.755, 107.272, 107.044, 105.064]"
11001,"[119.749, 113.297, 111.377, 110.139, 108.433, 91.765]"
11002,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11003,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11004,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11005,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11006,"[180.0, 180.0, 91.037, 91.037, 88.963, 88.963]"
11007,"[125.591, 122.005, 117.872, 117.872, 88.613, 88.613]"
11008,"[128.47, 128.47, 120.318, 94.41, 85.509, 85.509]"
11009,"[143.572, 127.279, 103.003, 100.883, 94.215, 92.791]"
11011,"[124.063, 121.54, 109.214, 102.609, 101.742, 94.175]"
11012,"[127.272, 121.319, 114.91, 98.326, 95.106, 93.239]"
11016,"[129.919, 113.035, 112.451, 99.445, 98.714, 98.088]"
11018,"[132.797, 114.079, 106.26, 104.371, 101.455, 93.658]"
11019,"[128.003, 124.361, 105.914, 103.421, 89.851, 87.765]"
11020,"[131.867, 118.015, 102.721, 101.093, 99.962, 97.996]"
11021,"[131.445, 115.353, 112.563, 99.608, 98.592, 92.998]"
11022,"[124.771, 121.339, 106.32, 105.141, 100.376, 95.63]"
11023,"[116.789, 116.168, 108.566, 107.722, 104.117, 103.774]"
11024,"[116.827, 114.312, 109.451, 108.095, 107.134, 99.393]"
11025,"[114.62, 110.353, 110.084, 109.907, 108.276, 102.938]"
11026,"[120.464, 111.95, 109.548, 107.897, 107.278, 97.094]"
11027,"[117.918, 117.918, 109.135, 109.135, 107.722, 95.112]"
11028,"[141.05, 106.834, 106.834, 98.83, 98.83, 96.091]"
11029,"[115.48, 108.536, 108.536, 108.536, 108.536, 106.882]"
11030,"[126.92, 126.92, 124.52, 95.538, 84.727, 84.727]"
11031,"[129.19, 123.931, 123.931, 94.778, 86.801, 86.801]"
11032,"[118.685, 113.21, 111.278, 109.336, 104.951, 98.447]"
11037,"[120.971, 120.964, 117.387, 100.37, 96.719, 94.939]"
11040,"[115.043, 111.401, 108.494, 108.463, 108.035, 105.183]"
11042,"[124.507, 122.48, 117.361, 102.046, 95.428, 85.831]"
11044,"[112.185, 112.179, 109.646, 108.615, 108.615, 105.581]"
11046,"[123.463, 123.346, 123.346, 93.457, 92.206, 92.206]"
11048,"[119.439, 110.934, 110.934, 106.028, 106.022, 101.935]"
11053,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11054,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11055,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11056,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11057,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11058,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11059,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11060,"[111.303, 111.297, 111.131, 109.451, 106.852, 106.852]"
11062,"[142.75, 142.75, 95.854, 95.854, 95.854, 95.854]"
11066,"[118.041, 112.961, 111.648, 109.877, 106.655, 95.958]"
11067,"[128.866, 112.824, 112.824, 108.349, 93.296, 93.296]"
11068,"[122.147, 119.452, 116.455, 106.607, 101.18, 83.99]"
11069,"[125.775, 125.775, 116.724, 104.495, 84.244, 84.244]"
11070,"[117.484, 117.484, 115.525, 104.584, 99.398, 99.398]"
11071,"[109.913, 109.913, 109.554, 109.506, 108.972, 108.972]"
11072,"[140.139, 131.46, 108.669, 101.765, 92.573, 85.86]"
11073,"[136.294, 108.79, 108.784, 100.317, 100.317, 95.382]"
11074,"[114.759, 114.759, 112.086, 112.086, 101.841, 101.841]"
11075,"[120.944, 120.944, 109.615, 109.615, 98.633, 98.633]"
11076,"[125.254, 119.729, 119.729, 98.169, 98.164, 87.593]"
11077,"[129.427, 123.018, 123.011, 91.278, 91.278, 87.22]"
11079,"[115.964, 113.634, 113.628, 106.732, 106.732, 98.47]"
11080,"[124.257, 120.106, 120.106, 98.164, 98.164, 88.252]"
11081,"[128.55, 123.388, 123.388, 91.306, 91.306, 87.524]"
11083,"[115.925, 113.76, 113.76, 106.702, 106.702, 98.279]"
11084,"[123.987, 121.024, 121.024, 97.262, 97.262, 88.218]"
11085,"[125.93, 124.848, 124.848, 90.693, 90.693, 88.791]"
11086,"[129.316, 123.532, 116.353, 95.129, 94.623, 87.449]"
11087,"[116.449, 114.161, 114.161, 106.01, 106.01, 98.117]"
11094,"[128.778, 117.762, 117.762, 103.103, 91.69, 91.69]"
11095,"[109.877, 109.877, 109.877, 109.877, 108.657, 108.657]"
11096,"[113.029, 111.858, 111.858, 109.244, 109.244, 100.918]"
11097,"[140.561, 121.614, 121.614, 97.446, 81.35, 81.35]"
11101,"[110.585, 110.585, 110.585, 108.331, 108.331, 108.331]"
