,Cif,Name,Site,CN,OS,Period,Group,Angles
1846,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li2,4.0,1,2,1,"[133.844, 126.143, 108.162, 105.908, 95.359, 91.696]"
1847,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li3,4.0,1,2,1,"[128.199, 127.64, 107.842, 107.086, 95.561, 94.221]"
1848,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li4,4.0,1,2,1,"[135.121, 109.323, 107.722, 102.193, 102.146, 90.143]"
1849,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li5,4.0,1,2,1,"[126.963, 122.175, 107.41, 106.583, 102.621, 93.004]"
1850,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li6,4.0,1,2,1,"[129.673, 112.606, 109.329, 106.834, 98.992, 92.023]"
1851,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li7,4.0,1,2,1,"[135.529, 122.943, 110.506, 104.011, 95.923, 91.295]"
1852,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li8,4.0,1,2,1,"[137.859, 117.536, 108.814, 107.542, 94.485, 92.482]"
1853,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li9,4.0,1,2,1,"[134.789, 111.309, 107.044, 102.07, 100.778, 92.637]"
1854,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li10,4.0,1,2,1,"[135.316, 122.283, 105.736, 105.355, 95.9, 95.451]"
1885,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P1,4.0,5,3,5,"[120.431, 110.842, 110.812, 110.371, 106.451, 94.865]"
1886,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P2,4.0,5,3,5,"[119.954, 109.536, 109.19, 106.493, 105.777, 104.975]"
1887,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P3,4.0,5,3,5,"[120.75, 108.875, 108.596, 107.608, 107.452, 101.947]"
1888,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P4,4.0,5,3,5,"[119.308, 113.229, 109.299, 107.092, 107.056, 98.899]"
1889,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P5,4.0,5,3,5,"[118.112, 111.371, 110.977, 108.132, 106.852, 99.741]"
1890,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P6,4.0,5,3,5,"[119.584, 110.414, 108.373, 107.963, 106.451, 102.762]"
1891,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P7,4.0,5,3,5,"[121.252, 110.922, 108.15, 107.879, 107.41, 98.859]"
1892,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P8,4.0,5,3,5,"[118.921, 109.238, 109.111, 108.929, 106.374, 103.091]"
1893,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P9,4.0,5,3,5,"[120.644, 110.182, 109.993, 107.758, 105.777, 100.556]"
1894,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P10,4.0,5,3,5,"[120.624, 114.086, 111.469, 109.063, 100.189, 99.015]"
1897,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,Li1,4.0,1,2,1,"[142.373, 130.996, 109.02, 101.221, 84.203, 81.257]"
1898,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,Li2,4.0,1,2,1,"[138.886, 133.291, 119.729, 94.474, 84.249, 81.17]"
1902,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,O3,4.0,-2,2,6,"[141.61, 115.487, 100.521, 97.828, 95.141, 91.49]"
1903,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,O4,4.0,-2,2,6,"[138.228, 125.366, 120.611, 98.691, 81.379, 66.09]"
1911,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,O12,4.0,-2,2,6,"[137.434, 135.586, 111.162, 95.86, 85.4, 63.998]"
1912,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P1,4.0,5,3,5,"[112.142, 111.02, 110.653, 108.12, 108.077, 106.804]"
1913,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P2,4.0,5,3,5,"[110.934, 110.842, 110.634, 109.524, 108.288, 106.547]"
1914,64597.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P3,4.0,5,3,5,"[115.747, 113.16, 111.574, 106.786, 106.022, 103.497]"
1915,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Al1,4.0,3,3,3,"[113.622, 113.616, 110.726, 108.138, 108.138, 102.445]"
1916,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Al2,4.0,3,3,3,"[113.154, 112.631, 112.631, 112.52, 103.126, 103.121]"
1917,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li2,4.0,1,2,1,"[133.701, 133.701, 122.588, 122.588, 76.732, 76.726]"
1918,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li3,4.0,1,2,1,"[126.92, 124.618, 124.618, 122.684, 81.981, 81.975]"
1919,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li4,4.0,1,2,1,"[131.506, 129.398, 129.39, 125.507, 75.007, 75.007]"
1920,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li5,4.0,1,2,1,"[126.798, 126.798, 120.69, 120.69, 83.725, 83.719]"
1921,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li1,4.0,1,2,1,"[136.778, 136.778, 122.527, 122.527, 74.55, 74.55]"
1926,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Si1,4.0,4,3,4,"[115.639, 115.639, 113.266, 113.266, 102.427, 97.302]"
1927,64746.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Si2,4.0,4,3,4,"[114.974, 112.086, 112.086, 112.0, 103.009, 103.009]"
1928,64911.cif,Al3+:1.500 Li1+:1.500 O2-:6.000 Si4+:1.500,Al1,4.0,3,3,3,"[113.347, 113.341, 112.037, 112.037, 103.215, 103.209]"
1929,64911.cif,Al3+:1.500 Li1+:1.500 O2-:6.000 Si4+:1.500,Li1,4.0,1,2,1,"[127.071, 127.071, 126.079, 126.079, 78.948, 78.948]"
1931,64911.cif,Al3+:1.500 Li1+:1.500 O2-:6.000 Si4+:1.500,Si1,4.0,4,3,4,"[113.347, 113.341, 112.037, 112.037, 103.215, 103.209]"
1932,64962.cif,Al3+:2.000 Li1+:2.000 O2-:20.000 Si4+:8.000,Al1,4.0,3,3,3,"[117.065, 116.692, 114.5, 113.116, 98.494, 98.077]"
1933,64962.cif,Al3+:2.000 Li1+:2.000 O2-:20.000 Si4+:8.000,Li1,4.0,1,2,1,"[126.192, 123.278, 122.452, 120.046, 85.153, 84.554]"
1944,64962.cif,Al3+:2.000 Li1+:2.000 O2-:20.000 Si4+:8.000,Si1,4.0,4,3,4,"[112.024, 111.352, 110.255, 107.915, 107.65, 107.608]"
1945,64962.cif,Al3+:2.000 Li1+:2.000 O2-:20.000 Si4+:8.000,Si2,4.0,4,3,4,"[113.222, 111.106, 111.063, 109.962, 109.95, 101.274]"
1946,64962.cif,Al3+:2.000 Li1+:2.000 O2-:20.000 Si4+:8.000,Si3,4.0,4,3,4,"[111.987, 110.971, 110.035, 108.463, 108.204, 107.038]"
1947,64962.cif,Al3+:2.000 Li1+:2.000 O2-:20.000 Si4+:8.000,Si4,4.0,4,3,4,"[117.549, 112.681, 109.372, 107.458, 105.325, 104.531]"
1948,65005.cif,Cr6+:8.000 K1+:8.000 Li1+:8.000 O2-:32.000,Cr1,4.0,6,4,6,"[111.162, 110.965, 109.427, 109.087, 108.615, 107.5]"
1949,65005.cif,Cr6+:8.000 K1+:8.000 Li1+:8.000 O2-:32.000,Cr2,4.0,6,4,6,"[110.959, 110.17, 110.023, 109.141, 108.645, 107.879]"
1952,65005.cif,Cr6+:8.000 K1+:8.000 Li1+:8.000 O2-:32.000,Li1,4.0,1,2,1,"[120.564, 109.573, 107.891, 107.668, 106.475, 104.33]"
1953,65005.cif,Cr6+:8.000 K1+:8.000 Li1+:8.000 O2-:32.000,Li2,4.0,1,2,1,"[123.973, 114.073, 107.392, 104.105, 103.922, 101.748]"
1954,65005.cif,Cr6+:8.000 K1+:8.000 Li1+:8.000 O2-:32.000,O1,4.0,-2,2,6,"[116.129, 115.106, 111.192, 109.987, 104.963, 98.314]"
1956,65005.cif,Cr6+:8.000 K1+:8.000 Li1+:8.000 O2-:32.000,O3,4.0,-2,2,6,"[140.39, 112.451, 101.642, 99.823, 99.044, 95.515]"
1966,65006.cif,H1+:72.000 Li1+:6.000 Mo6+:12.000 Na1+:18.000 O2-:84.000,Li1,4.0,1,2,1,"[110.371, 110.371, 110.365, 108.554, 108.554, 108.554]"
1967,65006.cif,H1+:72.000 Li1+:6.000 Mo6+:12.000 Na1+:18.000 O2-:84.000,Mo1,4.0,6,5,6,"[109.603, 109.603, 109.603, 109.342, 109.342, 109.336]"
1968,65006.cif,H1+:72.000 Li1+:6.000 Mo6+:12.000 Na1+:18.000 O2-:84.000,Mo2,4.0,6,5,6,"[109.804, 109.804, 109.804, 109.135, 109.135, 109.135]"
1972,65051.cif,In3+:8.640 Li1+:16.000 O2-:96.000 P5+:24.000 Ti4+:7.360,Li1,4.0,1,2,1,"[143.726, 128.623, 109.627, 102.856, 83.748, 83.258]"
1983,65125.cif,Ga3+:18.000 Li1+:18.000 O2-:72.000 Si4+:18.000,Ga1,4.0,3,4,3,"[114.356, 110.965, 109.153, 108.023, 107.734, 106.475]"
1984,65125.cif,Ga3+:18.000 Li1+:18.000 O2-:72.000 Si4+:18.000,Ga2,4.0,3,4,3,"[113.891, 110.984, 108.742, 108.524, 107.963, 106.457]"
1985,65125.cif,Ga3+:18.000 Li1+:18.000 O2-:72.000 Si4+:18.000,Li1,4.0,1,2,1,"[117.95, 109.987, 109.087, 107.476, 106.386, 105.171]"
1986,65125.cif,Ga3+:18.000 Li1+:18.000 O2-:72.000 Si4+:18.000,Li2,4.0,1,2,1,"[117.976, 113.503, 110.176, 107.752, 104.851, 101.9]"
1999,65150.cif,Cs1+:2.000 H1+:6.000 Li1+:4.000 O2-:6.000,Li1,4.0,1,2,1,"[126.648, 119.841, 118.823, 100.731, 95.67, 95.33]"
2007,65151.cif,Cs1+:4.000 H1+:24.000 Li1+:8.000 N3-:12.000,Li1,4.0,1,2,1,"[118.32, 118.32, 114.293, 108.035, 99.387, 99.387]"
2011,65158.cif,K1+:2.000 Li1+:4.000 O2-:6.000 U6+:1.000,Li1,4.0,1,2,1,"[180.0, 180.0, 96.788, 96.788, 83.212, 83.212]"
2015,65175.cif,Ge4+:2.000 Li1+:16.000 O2-:12.000,Ge1,4.0,4,4,4,"[111.845, 111.845, 111.845, 106.984, 106.984, 106.978]"
2016,65175.cif,Ge4+:2.000 Li1+:16.000 O2-:12.000,Li1,4.0,1,2,1,"[115.189, 115.176, 115.163, 102.885, 102.885, 102.879]"
2017,65175.cif,Ge4+:2.000 Li1+:16.000 O2-:12.000,Li2,4.0,1,2,1,"[123.278, 123.278, 110.824, 101.496, 101.496, 84.307]"
2018,65175.cif,Ge4+:2.000 Li1+:16.000 O2-:12.000,Li3,4.0,1,2,1,"[121.796, 107.23, 107.23, 106.966, 106.415, 106.415]"
2022,65176.cif,Li1+:16.000 O2-:12.000 Si4+:2.000,Li1,4.0,1,2,1,"[115.442, 115.436, 115.417, 102.533, 102.527, 102.527]"
2023,65176.cif,Li1+:16.000 O2-:12.000 Si4+:2.000,Li2,4.0,1,2,1,"[124.527, 124.527, 109.123, 102.603, 102.603, 80.055]"
2024,65176.cif,Li1+:16.000 O2-:12.000 Si4+:2.000,Li3,4.0,1,2,1,"[122.391, 107.879, 107.879, 106.374, 105.67, 105.664]"
2028,65176.cif,Li1+:16.000 O2-:12.000 Si4+:2.000,Si1,4.0,4,3,4,"[111.26, 111.26, 111.26, 107.614, 107.614, 107.614]"
2029,65177.cif,Ge4+:4.000 Li1+:16.000 O2-:16.000,Ge1,4.0,4,4,4,"[117.879, 111.358, 106.912, 106.912, 106.912, 106.912]"
2030,65177.cif,Ge4+:4.000 Li1+:16.000 O2-:16.000,Li1,4.0,1,2,1,"[118.106, 118.106, 107.47, 106.744, 106.744, 100.16]"
2031,65177.cif,Ge4+:4.000 Li1+:16.000 O2-:16.000,Li2,4.0,1,2,1,"[134.267, 110.585, 110.585, 102.41, 97.233, 97.233]"
2034,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Al1,4.0,3,3,3,"[116.776, 114.482, 108.742, 107.134, 104.951, 104.093]"
2035,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Al2,4.0,3,3,3,"[115.722, 109.141, 108.838, 108.126, 107.578, 107.164]"
2038,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li1,4.0,1,2,1,"[122.65, 120.278, 109.032, 107.416, 106.93, 90.493]"
2039,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li2,4.0,1,2,1,"[137.731, 109.396, 107.416, 104.46, 102.257, 87.352]"
2040,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li3,4.0,1,2,1,"[126.264, 123.292, 121.091, 99.201, 98.627, 83.096]"
2041,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li4,4.0,1,2,1,"[121.675, 118.614, 115.119, 109.621, 104.898, 84.779]"
2042,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li5,4.0,1,2,1,"[128.316, 123.052, 109.993, 103.121, 101.017, 86.675]"
2043,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li6,4.0,1,2,1,"[127.923, 126.264, 121.783, 100.626, 98.059, 79.351]"
2044,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li7,4.0,1,2,1,"[132.734, 111.79, 109.026, 104.697, 101.824, 89.037]"
2045,65260.cif,Al3+:8.000 K1+:8.000 Li1+:32.000 O2-:32.000,Li8,4.0,1,2,1,"[122.493, 118.803, 118.307, 107.59, 99.619, 87.209]"
2055,65283.cif,K1+:2.000 Li1+:2.000 S2-:4.000 Zn2+:2.000,Li1,4.0,1,2,1,"[111.672, 111.672, 108.385, 108.385, 108.385, 108.385]"
2057,65283.cif,K1+:2.000 Li1+:2.000 S2-:4.000 Zn2+:2.000,Zn1,4.0,2,4,2,"[111.672, 111.672, 108.385, 108.385, 108.385, 108.385]"
2059,65284.cif,K1+:2.000 Li1+:2.000 Mn2+:2.000 S2-:4.000,Li1,4.0,1,2,1,"[113.073, 113.067, 107.704, 107.704, 107.704, 107.704]"
2060,65284.cif,K1+:2.000 Li1+:2.000 Mn2+:2.000 S2-:4.000,Mn1,4.0,2,4,7,"[113.073, 113.067, 107.704, 107.704, 107.704, 107.704]"
2068,65291.cif,K1+:24.000 Li1+:8.000 O2-:32.000 Si4+:8.000,Li1,4.0,1,2,1,"[131.498, 127.056, 122.385, 117.329, 82.617, 80.869]"
2069,65291.cif,K1+:24.000 Li1+:8.000 O2-:32.000 Si4+:8.000,Li2,4.0,1,2,1,"[131.944, 126.62, 121.561, 118.424, 81.865, 81.489]"
2078,65291.cif,K1+:24.000 Li1+:8.000 O2-:32.000 Si4+:8.000,Si1,4.0,4,3,4,"[113.16, 112.414, 112.284, 110.855, 104.59, 103.769]"
2079,65291.cif,K1+:24.000 Li1+:8.000 O2-:32.000 Si4+:8.000,Si2,4.0,4,3,4,"[112.818, 112.408, 112.235, 110.475, 104.667, 104.442]"
2080,65442.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,Li1,4.0,1,2,1,"[120.192, 115.537, 109.348, 106.051, 104.868, 101.344]"
2081,65442.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,Li2,4.0,1,2,1,"[119.967, 110.708, 109.67, 108.451, 104.211, 103.344]"
2084,65442.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,O3,4.0,-2,2,6,"[123.257, 115.176, 112.086, 109.323, 107.254, 85.676]"
2089,65442.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,O8,4.0,-2,2,6,"[129.978, 124.18, 103.574, 103.25, 94.135, 88.808]"
2090,65442.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,P1,4.0,5,3,5,"[111.297, 110.115, 110.109, 109.506, 107.957, 107.824]"
2091,65442.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,P2,4.0,5,3,5,"[111.027, 110.934, 110.689, 109.573, 108.023, 106.511]"
2095,65444.cif,Cs1+:4.000 Li1+:28.000 O2-:28.000 Tb4+:6.000,Li1,4.0,1,2,1,"[115.633, 108.657, 108.657, 108.657, 108.657, 106.177]"
2096,65444.cif,Cs1+:4.000 Li1+:28.000 O2-:28.000 Tb4+:6.000,Li2,4.0,1,2,1,"[119.98, 119.98, 107.752, 102.891, 102.891, 99.805]"
2097,65444.cif,Cs1+:4.000 Li1+:28.000 O2-:28.000 Tb4+:6.000,Li3,4.0,1,2,1,"[142.448, 108.27, 106.344, 103.462, 98.859, 92.895]"
2107,65643.cif,Ge4+:4.000 Li1+:12.048 O2-:16.000 Zn2+:1.996,Ge1,4.0,4,4,4,"[109.816, 109.816, 109.792, 109.615, 109.615, 108.168]"
2111,65643.cif,Ge4+:4.000 Li1+:12.048 O2-:16.000 Zn2+:1.996,Li2,4.0,1,2,1,"[129.028, 116.149, 105.688, 101.42, 100.352, 99.422]"
2112,65643.cif,Ge4+:4.000 Li1+:12.048 O2-:16.000 Zn2+:1.996,Li1,4.0,1,2,1,"[117.807, 115.512, 115.512, 112.197, 95.808, 95.808]"
2116,65643.cif,Ge4+:4.000 Li1+:12.048 O2-:16.000 Zn2+:1.996,Zn1,4.0,2,4,2,"[117.807, 115.512, 115.512, 112.197, 95.808, 95.808]"
2117,65643.cif,Ge4+:4.000 Li1+:12.048 O2-:16.000 Zn2+:1.996,Zn2,4.0,2,4,2,"[129.028, 116.149, 105.688, 101.42, 100.352, 99.422]"
2118,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li1,4.0,1,2,1,"[129.205, 122.256, 103.951, 102.527, 101.49, 99.753]"
2119,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li2,4.0,1,2,1,"[128.477, 111.617, 107.752, 103.232, 102.897, 102.556]"
2120,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li3,4.0,1,2,1,"[115.563, 113.447, 110.683, 106.684, 106.081, 103.427]"
2121,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li4,4.0,1,2,1,"[112.706, 112.284, 109.901, 108.838, 107.056, 105.777]"
2122,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li5,4.0,1,2,1,"[115.531, 115.429, 110.261, 106.499, 105.308, 102.55]"
2123,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li6,4.0,1,2,1,"[115.391, 112.88, 110.267, 107.434, 105.391, 104.673]"
2124,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li7,4.0,1,2,1,"[129.956, 123.676, 104.111, 102.697, 101.426, 97.614]"
2125,65764.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li8,4.0,1,2,1,"[130.67, 110.334, 105.504, 104.726, 103.391, 101.414]"
2148,65976.cif,K1+:22.000 Li1+:2.000 Mn5+:8.000 O2-:32.000,Li1,4.0,1,2,1,"[117.516, 117.516, 105.605, 105.605, 105.605, 105.605]"
2149,65976.cif,K1+:22.000 Li1+:2.000 Mn5+:8.000 O2-:32.000,Mn1,4.0,5,4,7,"[111.629, 110.542, 110.542, 108.264, 107.866, 107.866]"
2156,65978.cif,K1+:12.000 Li1+:4.000 Na1+:8.000 O2-:24.000 Te6+:4.000,Li1,4.0,1,2,1,"[130.859, 129.117, 115.715, 111.125, 87.885, 87.409]"
2164,65978.cif,K1+:12.000 Li1+:4.000 Na1+:8.000 O2-:24.000 Te6+:4.000,O6,4.0,-2,2,6,"[138.703, 136.519, 101.286, 100.667, 92.069, 76.832]"
2166,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Cr1,4.0,6,4,6,"[110.72, 110.72, 110.677, 109.779, 107.482, 107.476]"
2167,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Li6,4.0,1,2,1,"[120.73, 120.724, 109.987, 109.378, 109.378, 85.475]"
2168,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Li1,4.0,1,2,1,"[118.171, 115.779, 113.441, 113.422, 107.098, 85.526]"
2169,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Li2,4.0,1,2,1,"[119.558, 111.833, 110.011, 107.921, 103.068, 102.686]"
2170,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Li3,4.0,1,2,1,"[119.901, 119.584, 108.742, 108.693, 107.969, 86.302]"
2171,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Li4,4.0,1,2,1,"[124.402, 124.402, 114.601, 114.595, 91.077, 91.071]"
2172,66097.cif,Cr6+:8.000 Li1+:60.000 N3-:36.000,Li5,4.0,1,2,1,"[110.163, 110.157, 110.157, 110.157, 108.101, 108.101]"
2175,66098.cif,Cr6+:2.000 Li1+:14.000 N3-:8.000 O2-:1.000,Cr1,4.0,6,4,6,"[109.487, 109.481, 109.481, 109.475, 109.457, 109.445]"
2176,66098.cif,Cr6+:2.000 Li1+:14.000 N3-:8.000 O2-:1.000,Li1,4.0,1,2,1,"[133.496, 111.864, 109.099, 106.613, 105.67, 85.452]"
2177,66098.cif,Cr6+:2.000 Li1+:14.000 N3-:8.000 O2-:1.000,Li2,4.0,1,2,1,"[133.519, 109.554, 109.384, 107.014, 106.159, 86.893]"
2178,66098.cif,Cr6+:2.000 Li1+:14.000 N3-:8.000 O2-:1.000,Li3,4.0,1,2,1,"[110.145, 110.145, 110.145, 108.79, 108.79, 108.79]"
2183,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,Li1,4.0,1,2,1,"[128.572, 123.018, 111.845, 106.296, 98.424, 91.266]"
2184,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,O1,4.0,-2,2,6,"[121.359, 121.359, 121.359, 95.377, 95.377, 95.377]"
2185,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,O2,4.0,-2,2,6,"[123.182, 123.182, 123.175, 92.912, 92.906, 92.9]"
2186,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,O3,4.0,-2,2,6,"[121.608, 121.608, 121.601, 95.06, 95.049, 95.049]"
2187,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,O4,4.0,-2,2,6,"[130.444, 128.998, 109.773, 108.077, 87.226, 82.305]"
2188,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,O5,4.0,-2,2,6,"[129.213, 116.168, 106.481, 104.904, 98.963, 95.889]"
2190,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,P1,4.0,5,3,5,"[109.743, 109.743, 109.743, 109.196, 109.196, 109.196]"
2191,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,P2,4.0,5,3,5,"[111.777, 111.771, 111.771, 107.086, 107.08, 107.056]"
2192,66387.cif,Ca2+:6.000 Li1+:6.000 O2-:24.000 P5+:6.000,P3,4.0,5,3,5,"[110.231, 110.231, 110.225, 108.717, 108.705, 108.687]"
2193,66576.cif,Ge4+:2.000 Li1+:14.008 O2-:16.000 V5+:2.000,Ge1,4.0,4,4,4,"[110.359, 110.347, 109.639, 109.008, 109.008, 108.439]"
2197,66576.cif,Ge4+:2.000 Li1+:14.008 O2-:16.000 V5+:2.000,Li2,4.0,1,2,1,"[115.22, 112.204, 111.057, 109.542, 108.089, 100.079]"
2198,66576.cif,Ge4+:2.000 Li1+:14.008 O2-:16.000 V5+:2.000,Li1,4.0,1,2,1,"[120.617, 113.029, 113.029, 110.255, 98.604, 98.604]"
2202,66576.cif,Ge4+:2.000 Li1+:14.008 O2-:16.000 V5+:2.000,V1,4.0,5,4,5,"[110.359, 110.347, 109.639, 109.008, 109.008, 108.439]"
2203,66577.cif,Ge4+:2.000 Li1+:14.016 O2-:16.000 V5+:2.000,Ge1,4.0,4,4,4,"[110.102, 110.102, 110.078, 109.014, 108.754, 108.754]"
2206,66577.cif,Ge4+:2.000 Li1+:14.016 O2-:16.000 V5+:2.000,Li3,4.0,1,2,1,"[124.409, 115.341, 113.778, 113.216, 97.626, 82.079]"
2207,66577.cif,Ge4+:2.000 Li1+:14.016 O2-:16.000 V5+:2.000,Li2,4.0,1,2,1,"[116.283, 113.441, 110.011, 109.938, 107.038, 99.015]"
2208,66577.cif,Ge4+:2.000 Li1+:14.016 O2-:16.000 V5+:2.000,Li1,4.0,1,2,1,"[120.524, 113.185, 113.185, 109.877, 98.621, 98.621]"
2212,66577.cif,Ge4+:2.000 Li1+:14.016 O2-:16.000 V5+:2.000,V1,4.0,5,4,5,"[110.102, 110.102, 110.078, 109.014, 108.754, 108.754]"
2214,66941.cif,C4+:4.000 Li1+:8.000 O2-:12.000,Li1,4.0,1,2,1,"[116.168, 115.48, 113.647, 111.155, 104.448, 94.232]"
2216,66941.cif,C4+:4.000 Li1+:8.000 O2-:12.000,O2,4.0,-2,2,6,"[131.491, 116.155, 114.828, 103.721, 98.72, 85.768]"
2218,66942.cif,C4+:4.000 Li1+:8.000 O2-:12.000,Li1,4.0,1,2,1,"[116.564, 115.766, 113.328, 111.272, 104.058, 93.928]"
2220,66942.cif,C4+:4.000 Li1+:8.000 O2-:12.000,O2,4.0,-2,2,6,"[131.338, 116.008, 114.942, 103.385, 98.952, 86.072]"
2222,67114.cif,B3+:4.000 Li1+:4.000 O2-:20.000 U6+:4.000,Li1,4.0,1,2,1,"[121.352, 111.149, 109.463, 107.578, 103.562, 101.59]"
2227,67114.cif,B3+:4.000 Li1+:4.000 O2-:20.000 U6+:4.000,O5,4.0,-2,2,6,"[115.138, 112.012, 111.235, 110.91, 107.608, 99.846]"
2229,67144.cif,Li1+:1.884 O2-:4.000 Rb1+:2.000 Zn2+:2.116,Li1,4.0,1,2,1,"[123.477, 123.47, 102.956, 102.956, 102.956, 102.956]"
2232,67144.cif,Li1+:1.884 O2-:4.000 Rb1+:2.000 Zn2+:2.116,Zn1,4.0,2,4,2,"[123.477, 123.47, 102.956, 102.956, 102.956, 102.956]"
2233,67145.cif,Li1+:4.000 O2-:12.000 Rb1+:4.000 Zn2+:8.000,Li1,4.0,1,2,1,"[123.959, 119.518, 103.686, 103.686, 103.686, 103.686]"
2237,67145.cif,Li1+:4.000 O2-:12.000 Rb1+:4.000 Zn2+:8.000,Zn1,4.0,2,4,2,"[117.995, 114.835, 112.936, 112.936, 98.158, 98.158]"
2238,67150.cif,Cu2+:2.000 Li1+:4.000 O2-:4.000,Cu1,4.0,2,4,1,"[180.0, 180.0, 94.37, 94.37, 85.63, 85.63]"
